CLOSED DATE,OPEID,SCHOOL NAME                                                        ,LOCATION                                                       ,ADDRESS                                                       ,CITY          ,STATE,ZIP CODE,COUNTRY (FOREIGN)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10/3/96,2299200,INTERNATIONAL BEAUTY SCHOOL,INTERNATIONAL BEAUTY SCHOOL,1101-C S. EDGAR STREET,YORK,PA,17403,
10/3/97,2167900,TECHNICAL EDUCATION CENTER,TECHNICAL EDUCATION CENTER,12500 ARDENNES AVENUE,ROCKVILLE,MD,20852-1714,
10/3/98,414700,COOK COUNTY HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY,COOK COUNTY HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY,1900 WEST POLK STREET,CHICAGO,IL,60612-3736,
10/3/06,3044502,KAPLAN COLLEGE,MARIC COLLEGE - ANAHEIM,1360 SOUTH ANAHEIM BOULEVARD,ANAHEIM,CA,92805-6202,
10/3/07,224364,CENTRAL MICHIGAN UNIVERSITY,CENTRAL MICHIGAN UNIVERSITY - GEORGIA NORTH FULTON,REINHARDT COLLEGE 4100 OLD MILTON PARKWAY,ALPHARETTA,GA,30005-4442,
10/3/08,945901,EMPIRE BEAUTY SCHOOL,PIERRE'S SCHOOL OF COSMETOLOGY - SANFORD,913 MAIN STREET,SANFORD,ME,04073-3564,
10/4/88,453200,CHARRON WILLIAMS COLLEGE,CHARRON WILLIAMS COLLEGE,255 SW 8TH STREET,MIAMI,FL,33130,
10/4/90,2076900,MODERN SCHOOL OF HAIRSTYLING & BARBER,MODERN SCHOOL OF HAIRSTYLING & BARBER,1312 2ND AVENUE,SEATTLE,WA,98101,
10/4/91,2303603,FORTIS COLLEGE,BOECHERS BUSINESS COLLEGE,1830 YANKEE ROAD,MIDDLETOWN,OH,45044,
10/4/91,2332400,AMERICAN COLLEGE,AMERICAN COLLEGE,33 SOUTH SYCAMORE SUITE 119,MESA,AZ,85202,
10/4/93,301500,BLISS COLLEGE,BLISS COLLEGE,3770 N HIGH ST,COLUMBUS,OH,43214,
10/4/93,301502,BLISS COLLEGE,BRANCH CAMPUS,95 SOUTHLAND MALL,COLUMBUS,OH,43207,
10/4/93,463200,SPENCER COLLEGE,SPENCER COLLEGE,2902 FLORIDA STREET,BATON ROUGE,LA,70802,
10/4/93,2498800,MAHANNA CAREER INSTITUTE,MAHANNA CAREER INSTITUTE,1821 BROAD STREET,UTICA,NY,13501,
10/4/93,3010200,BRIARCLIFFE COLLEGE,BRIARCLIFFE COLLEGE,11404 SOUTHWEST 40TH STREET,MIAMI,FL,33165,
10/4/96,2288501,PHILLIPS JUNIOR COLLEGE,BRANCH CAMPUS,ONE CIVIC PLZ,CARSON,CA,90749,
10/4/01,280501,ROBERTS WESLEYAN COLLEGE,ROBERTS WESLEYAN COLLEGE - DAMON CITY CENTER,MONROE COMMUNITY COLLEGE 228 EAST MAIN STREET,ROCHESTER,NY,14808-2112,
10/4/02,239703,BELHAVEN UNIVERSITY,BELHAVEN COLLEGE - MAITLAND CAMPUS,1063 MAITLAND CENTER COMMONS,MAITLAND,FL,32751-7436,
10/4/07,2572500,DAVENPORT BARBER STYLING COLLEGE,DAVENPORT BARBER STYLING COLLEGE,730 EAST KIMBERLY ROAD,DAVENPORT,IA,52807-1610,
10/5/89,2211400,JAY TRUCK DRIVER TRAINING CENTER,JAY TRUCK DRIVER TRAINING CENTER,5434 NATURAL BRIDGE ROAD,ST LOUIS,MO,63120,
10/5/89,2499200,JAY TRUCK DRIVING TRAINING CENTER,JAY TRUCK DRIVING TRAINING CENTER,7600 CHURCH ROAD,LIBERTY,MO,64068,
10/5/89,2499201,JAY TRUCK DRIVING TRAINING CENTER,PEORIA LOCATION,8919 NORTH UNIVERSITY AVENUE,PEORIA,IL,61615,
10/5/89,2551000,JAY TRUCK DRIVER TRAINING CENTER,JAY TRUCK DRIVER TRAINING CENTER,3500 EAST KEARNEY,SPRINGFIELD,MO,65803,
10/5/90,979600,ST BARNABAS MEDICAL CENTER PRACTICAL NURSING,ST BARNABAS MEDICAL CENTER PRACTICAL NURSING,OLD SHORT HILLS RD,LIVINGSTON,NJ,7039,
10/5/90,2243000,SOUTHWEST COLLEGE,SOUTHWEST COLLEGE,352 RANCHEROS DRIVE,SAN MARCOS,CA,92069,
10/5/90,2301501,CAMBRIDGE TECHL INST,BRANCH CAMPUS,314 CITY CTR MART,MIDDLETOWN,OH,45044,
10/5/90,2301502,CAMBRIDGE TECHL INST,BRANCH CAMPUS,37 W 7TH ST,CINCINNATI,OH,45202,
10/5/00,3077000,DOMINION COLLEGE,DOMINION COLLEGE,933 RESERVOIR STREET,HARRISONBURG,VA,22801-4350,
10/5/01,2228801,LINCOLN TECHNICAL INSTITUTE - EAST WINDSOR,BARAN INSTITUTE OF TECHNOLOGY - WEST HAVEN CAMPUS,15 KIMBERLY AVENUE,WEST HAVEN,CT,06516-3825,
10/5/01,2310700,RANDY RICK BEAUTY ACADEMY,RANDY RICK BEAUTY ACADEMY,450 PENN STREET,READING,PA,19602-1011,
10/5/04,325923,EASTERN UNIVERSITY,EASTERN UNIVERSITY - THE CHILDREN'S CHOICE,INTERNATIONAL PLAZA II SUITE 325,LESTER,PA,19113-1567,
10/5/06,3341300,SOUTHWESTERN PROFESSIONAL INSTITUTE,SOUTHWESTERN PROFESSIONAL INSTITUTE,3033 CHIMNEY ROCK ROAD SUITE 200,HOUSTON,TX,77056-6239,
10/5/08,147947,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY - FORT IRWIN CAMPUS,BUILDING 285 HIGH DESERT RESIDENT CENTER,FORT IRWIN,CA,92310-5060,
10/6/89,938000,NATIONAL EDUCATION CENTER TEMPLE SCHOOL CAMPUS,NATIONAL EDUCATION CENTER TEMPLE SCHOOL CAMPUS,810 FIRST STREET NE,WASHINGTON,DC,20021,
10/6/90,2516400,MORRIS ACADEMY OF HAIR DESIGN,MORRIS ACADEMY OF HAIR DESIGN,1836 NORTH DIVISION STREET,MORRIS,IL,60450,
10/6/95,453100,PHILLIPS JUNIOR COLLEGE,PHILLIPS JUNIOR COLLEGE,1491 SOUTH NOVA STREET,DAYTONA BEACH,FL,32114,
10/6/95,453101,PHILLIPS JUNIOR COLLEGE,BRANCH CAMPUS,2401 N HARBOUR BLVD,MELBOURNE,FL,32114,
10/6/95,943500,PHILLIPS JUNIOR COLLEGE AT BIRMINGHAM,PHILLIPS JUNIOR COLLEGE AT BIRMINGHAM,115 OFFICE PARK DRIVE,BIRMINGHAM,AL,35223,
10/6/95,943502,PHILLIPS JUNIOR COLLEGE AT BIRMINGHAM,BRANCH CAMPUS,4900 CORPORATE DRIVE SUITE E,HUNTSVILLE,AL,35805,
10/6/95,968701,PHILLIPS JUNIOR COLLEGE CONDIE CAMPUS,BRANCH CAMPUS,2048 NORTH FINE,FRESNO,CA,93727,
10/6/95,971300,ALASKA JUNIOR COLLEGE,ALASKA JUNIOR COLLEGE,800 E DIMOND BLVD SUITE 3-350,ANCHORAGE,AK,99515,
10/6/95,1190400,PHILLIPS JUNIOR COLLEGE,PHILLIPS JUNIOR COLLEGE,2680 INSURANCE CENTER DRIVE,JACKSON,MS,39216,
10/6/95,1200100,PHILLIPS JUNIOR COLLEGE OF SPOKANE,PHILLIPS JUNIOR COLLEGE OF SPOKANE,N 1101 FANCHER ROAD,SPOKANE,WA,99212,
10/6/95,2122400,SANTA ROSA BEAUTY COLLEGE,SANTA ROSA BEAUTY COLLEGE,615 HEALDSBURG AVENUE,SANTA ROSA,CA,95401,
10/6/95,2254200,TECHNO-DENT TRAINING CENTER,TECHNO-DENT TRAINING CENTER,101 W. 31ST STREET (SCHOOL CLOSED),NEW YORK,NY,10001,
10/6/95,2307700,PHILLIPS JUNIOR COLLEGE MOBILE,PHILLIPS JUNIOR COLLEGE MOBILE,3446 DEMETROPOLIS ROAD,MOBILE,AL,36693,
10/6/95,2318500,CENTURY SCHOOLS,CENTURY SCHOOLS,2665 - 5TH AVE,SAN DIEGO,CA,92103,
10/6/95,2318501,CENTURY SCHOOLS,BRANCH CAMPUS,3325 WILSHIRE BLVD,LOS ANGELES,CA,90017,
10/6/95,2613600,OKLAHOMA JUNIOR COLLEGE,OKLAHOMA JUNIOR COLLEGE,2901 NORTH CLASSEN BOULEVARD SUITE 100,OKLAHOMA CITY,OK,73106,
10/6/98,894500,PETOSKEY BEAUTY ACADEMY,PETOSKEY BEAUTY ACADEMY,1483 NORTH US 31 HIGHWAY,PETOSKEY,MI,49770-9374,
10/6/01,1260300,EMPIRE BEAUTY SCHOOL,EMPIRE BEAUTY SCHOOL,124 WEST BROAD STREET,HAZLETON,PA,18201-6327,
10/6/05,168412,GREENVILLE COLLEGE,GREENVILLE COLLEGE - SOUTHWESTERN ILLINOIS COLLEGE - RED BUD CAMPUS,500 W. SOUTH FOURTH STREET,RED BUD,IL,62278-2299,
10/6/06,197202,LINDSEY WILSON COLLEGE,LINDSEY WILSON COLLEGE - LEE'S CAMPUS,601 JEFFERSON AVENUE,JACKSON,KY,41339-1105,
10/6/11,474205,CENTRAL NEW MEXICO COMMUNITY COLLEGE,CENTRAL NEW MEXICO COMMUNITY COLLEGE - TECHNOLOGY ANNEX,1506 CANDALERIA NE,ALBUQUERQUE,NM,87107-2117,
10/7/88,157104,GEORGIA MILITARY COLLEGE,GEORGIA MILITARY COLLEGE,PO BOX 5065,WHITEMAN AIR FORCE BASE,MO,65305-1565,
10/7/89,777100,HOLLYWOOD BEAUTY COLLEGE,HOLLYWOOD BEAUTY COLLEGE,268 SOUTH MAIN STREET,SALT LAKE CITY,UT,84101,
10/7/92,2299800,EUROPEAN SCHOOL OF BEAUTY,EUROPEAN SCHOOL OF BEAUTY,620 LEE ST,DES PLAINES,IL,60016,
10/7/05,783904,TRIANGLE TECH,TRIANGLE TECH-MACHINE SHOP TECHNOLOGY INSTITUTE,110 SOUTH MAIN STREET,PITTSBURGH,PA,15214-5527,
10/7/09,992407,IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 6,IVY TECH COMMUNITY COLLEGE OF INDIANA -REGION 6-ANDERSON-FLAGSHIP,7307 QUALITY CIRCLE DRIVE,ANDERSON,IN,46013-1502,
10/7/10,2171526,WESTERN INTERNATIONAL UNIVERSITY,WESTERN INTERNATIONAL UNIVERSITY - CITY OF TEMPE. FIELD SERVICES ASSEM,55 S. PRIEST DRIVE,TEMPE,AZ,85280-2430,
10/8/87,2152800,SKINNER BUSINESS SCHOOL,SKINNER BUSINESS SCHOOL,200 GARDEN CITY PLAZA STE 502,GARDEN CITY,NY,11530,
10/8/90,1278600,HARTFORD MODERN SCHOOL OF WELDING,HARTFORD MODERN SCHOOL OF WELDING,184 LEDYARD STREET,HARTFORD,CT,6114,
10/8/92,1302405,RILEY COLLEGE,BRANCH CAMPUS,201 SOUTH ALABAMA STREET,COLUMBUS,MS,39702,
10/8/92,1302414,RILEY COLLEGE,BRANCH COLLEGE,108 NORTH HARVEY STREET,GREENVILLE,MS,38701,
10/8/93,922100,PHILLIPS COLLEGES,PHILLIPS COLLEGES,ONE HANCOCK PLAZA SUITE 1408,GULFPORT,MS,39501,
10/8/93,1080802,BRANELL INST,BRANELL COLG,5110 PARK AVE,MEMPHIS,TN,38117,
10/8/93,1080803,BRANELL INST,BRANCH CAMPUS,100 PINNACLE WAY STE 100,NORCROSS,GA,30071,
10/8/93,1080806,BRANELL INST,BRANCH CAMPUS,7505 FANNIN STE 400,HOUSTON,TX,77054,
10/8/93,2168400,FISCHER TECHNICAL INSTITUTE,FISCHER TECHNICAL INSTITUTE,5700 SOUTHERN BLVD,VIRGINIA BEACH,VA,23462,
10/8/93,2347200,BRANELL INSTITUTE,BRANELL INSTITUTE,2424 HILLSBORO PIKE,NASHVILLE,TN,37212,
10/8/93,2347203,BRANELL INSTITUTE,BRANCH CAMPUS,500 N WESTSHORE BLVD,TAMPA,FL,33609,
10/8/08,22098805,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - CERRITOS CENTER FOR THE PERFORMING ARTS (OTL),12700 CENTER COURT DRIVE SOUTH,CERRITOS,CA,90703-8552,
10/8/09,224382,CENTRAL MICHIGAN UNIVERSITY,CENTRAL MICHIGAN UNIVERSITY -  GEORGIA CLARKE COUNTY COHORT,BURNEY-HARRIS-LYNONS MIDDLE SCHOOL 1600 TALLAHASSEE ROAD,ATHENS,GA,30606-1047,
10/8/09,2098807,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - ALBUQUERQUE MAIN CAMPUS,7471 PAN AMERICAN FREEWAY NORTHEAST,ALBUQUERQUE,NM,87109-4645,
10/9/90,2353400,AMERICAN BUSINESS INSTITUTE,AMERICAN BUSINESS INSTITUTE,601 BROAD ST,NEWARK,NJ,7102,
10/9/93,151504,ROLLINS COLLEGE,ROLLINS COLLEGE,1460 BRICKELL AVENUE,MIAMI,FL,33141,
10/9/06,3113106,MARIC COLLEGE,MARIC COLLEGE - SAN DIEGO,6160 MISSION GORGE ROAD SUITE 108,SAN DIEGO,CA,92120-3425,
10/10/89,2164103,MTI BUSINESS SCHOOLS (CLOSED),BRANCH CAMPUS,591 BROAD ST,NEWARK,NJ,7102,
10/10/89,2254504,CAREER INSTITUTE,CAREER INSTITUTE,111 W LAUREL SUITE 201,SAN ANTONIO,TX,78212-0000,
10/10/90,2254500,CAREER INSTITUTE,CAREER INSTITUTE,5720 BANDERA SUITE 22,SAN ANTONIO,TX,78238-0000,
10/10/91,625400,MEMORIAL HOSPITAL OF SOUTH BEND SCHOOL OF NURSING,MEMORIAL HOSPITAL OF SOUTH BEND SCHOOL OF NURSING,615 N MICHIGAN STREET,SOUTH BEND,IN,46601,
10/10/91,2217401,JOHN AMICOS SCHOOL OF HAIR DESIGN,BRANCH CAMPUS (FORMERLY 32 WEST  WASHINGTON),32 N STATE,CHICAGO,IL,60602,
10/10/94,1152000,ST JOSEPH HOSPITAL SCHOOL OF ANESTHESIA,ST JOSEPH HOSPITAL SCHOOL OF ANESTHESIA,601 N 30TH,OMAHA,NE,68108,
10/10/00,656903,SAINT FRANCIS MEDICAL CENTER,SAINT FRANCIS MEDICAL CENTER - SCHOOL OF RESPIRATORY CARE,400-45TH STREET,PITTSBURGH,PA,15201-0000,
10/10/07,384217,CONCORDIA UNIVERSITY - WISCONSIN,CONCORDIA UNIVERSITY - WISCONSIN -  ST LOUIS CENTER - CUW IN THE CITY,3558 SOUTH JEFFERSON AVENUE,ST LOUIS,MO,63118-3910,
10/10/07,384218,CONCORDIA UNIVERSITY - WISCONSIN,CONCORDIA UNIVERSITY - WISCONSIN - INDIANAPOLIS CHURCH SITE,OUR SAVIOR LUTHERAN CHURCH 261 W 25TH STREET,INDIANAPOLIS,IN,46208-5688,
10/10/07,384219,CONCORDIA UNIVERSITY - WISCONSIN,CONCORDIA UNIVERSITY - WISCONSIN - INDIANAPOLIS HS SITE,LUTHERAN HIGH SCHOOL OF IN 5555 SOUTH ARLINGTON,INDIANAPOLIS,IN,46327-2366,
10/10/09,237703,ST. CLOUD STATE UNIVERSITY,ST. CLOUD STATE UNIVERSITY - MBA PROGRAM,800 EAST SOUTHVIEW DRIVE,MARSHALL,MN,56258-2763,
10/11/90,2158700,INSTITUTE OF MERCHANDISING & DESIGN,INSTITUTE OF MERCHANDISING & DESIGN,1900 S CEDAR SUITE 222,LANSING,MI,48910,
10/11/90,2520500,NATIONAL CAREER ACADEMY,NATIONAL CAREER ACADEMY,8405 COLESVILLE ROAD,SILVER SPRING,MD,20910,
10/11/90,2549600,METROPLITAN BUSINESS COLLEGE,METROPLITAN BUSINESS COLLEGE,2501 SOUTHEAST STATE HIGHWAY 160 BUILDING A,PORT ORCHARD,WA,98366,
10/11/93,2257500,LOUISIANA INSTITUTE OF TECHNOLOGY,LOUISIANA INSTITUTE OF TECHNOLOGY,3412 WILLIAMS BLVD,KENNER,LA,70065,
10/11/93,2257502,LOUISIANA INSTITUTE OF TECHNOLOGY,BRANCH CAMPUS,115 HENDERSON RD,LAFAYETTE,LA,70508,
10/11/96,1207300,BRYAN INSTITUTE,BRYAN INSTITUTE,2843 E 51ST ST,TULSA,OK,74105,
10/11/96,1207301,BRYAN INSTITUTE,BRANCH CAMPUS (EXTENSION OF # 5 A),1719 W PIONEER PKWY,ARLINGTON,TX,76013,
10/11/99,1260400,EMPIRE BEAUTY SCHOOL,EMPIRE BEAUTY SCHOOL,101 EAST MARKET STREET,LEWISTOWN,PA,17044-2126,
10/11/02,1046100,EDUCATION AMERICA-TOPEKA TECHNICAL COLLEGE,EDUCATION AMERICA-TOPEKA TECHNICAL COLLEGE,1620 NW GAGE BOULEVARD,TOPEKA,KS,66618-2841,
10/11/02,2588903,MEDTECH INSTITUTE,SANZ SCHOOL - ANNANDALE,4201 JOHN MARR DRIVE,ANNANDALE,VA,22003-3204,
10/11/05,176742,BENEDICTINE UNIVERSITY,BENEDICTINE UNIVERSITY -,KRUG ELEMENTARY SCHOOL 240 MELROSE AVENUE,AURORA,IL,60505-0000,
10/12/88,2102600,ROYAL BUSINESS SCHOOL (CLOSED),ROYAL BUSINESS SCHOOL (CLOSED),171 W 32ND STREET,NEW YORK,NY,10011,
10/12/90,119800,ELECTRONIC TECHNICAL INSTITUTE,ELECTRONIC TECHNICAL INSTITUTE,8477 AERO DR,SAN DIEGO,CA,92123,
10/12/90,740200,MANHATTAN SCHOOL OF PRINTING,MANHATTAN SCHOOL OF PRINTING,88 W BROADWAY,NEW YORK,NY,10007,
10/12/90,853100,SOUTHLAND COLLEGE OF MEDICAL DENTAL & LEGAL CAREERS,SOUTHLAND COLLEGE OF MEDICAL DENTAL & LEGAL CAREERS,15610 CRENSHAW BLVD,GARDENA,CA,90249,
10/12/90,1042500,LOUISVILLE SCHOOL OF ART,LOUISVILLE SCHOOL OF ART,100 PARK ROAD,ANCHORAGE,KY,40223,
10/12/90,2116201,COMMERCIAL PROGRAMMING UNLIMITED,BRANCH LOCATION,1118 MARKET STREET,PHILADELPHIA,PA,19107,
10/12/90,2314600,CRESTWOOD CAREER ACADEMY,CRESTWOOD CAREER ACADEMY,2103 EAST SOUTHERN,TEMPE,AZ,85282,
10/12/90,2314601,CRESTWOOD CAREER ACADEMY,CLASSROOM FACILITY,3280 S COUNTRY CLUB WAY,TEMPE,AZ,85282,
10/12/90,2314602,CRESTWOOD CAREER ACADEMY,CLASSROOM FACILITY,811 N THIRD ST,PHOENIX,AZ,85004,
10/12/90,2538200,TECHL EDUCATION IN CULINARY AND HEALTH,TECHL EDUCATION IN CULINARY AND HEALTH,1895 SUMMIT ST,COLUMBUS,OH,43201,
10/12/94,2058400,GORDON PHILLIPS SCHOOL OF BEAUTY CULTURE,GORDON PHILLIPS SCHOOL OF BEAUTY CULTURE,1101 CHESTNUT STREET,PHILADELPHIA,PA,19107,
10/12/04,325901,EASTERN UNIVERSITY,EASTERN COLLEGE - ROXBOROUGH MEMORIAL HOSPITAL,5800 RIDGE AVENUE,PHILADELPHIA,PA,19128-1737,
10/12/04,325903,EASTERN UNIVERSITY,EASTERN COLLEGE - BETZ LABORATORIES/CORPORATE TRAINING CENTER,4636 SOMERTON ROAD,TREVOSE,PA,19053-6783,
10/12/04,325905,EASTERN UNIVERSITY,EASTERN COLLEGE - BRYN MAWR HOSPITAL,BRYN MAWR AVENUE,BRYN MAWR,PA,19010-3143,
10/12/04,325906,EASTERN UNIVERSITY,EASTERN COLLEGE - BRYN MAWR TRUST COMPANY,LANCASTER AVENUE,WAYNE,PA,19087-4038,
10/12/04,325907,EASTERN UNIVERSITY,EASTERN COLLEGE - DAYS INN,222 ARSNEL ROAD I-83 & US 30,YORK,PA,17402-1925,
10/12/04,325909,EASTERN UNIVERSITY,EASTERN COLLEGE - HARRISBURG AREA COMMUNITY COLLEGE,ONE HACC DRIVE WILDWOOD CONFERENCE CENTER,HARRISBURG,PA,17110-2999,
10/12/04,325911,EASTERN UNIVERSITY,EASTERN COLLEGE - MILTON HERSHEY SCHOOL,FOUNDERS HALL,HERSHEY,PA,17033-0830,
10/12/04,325912,EASTERN UNIVERSITY,EASTERN COLLEGE - ONE BALA JOINT VENTURE-LP,ONE BALA AVENUE,BALA CYNWYD,PA,19004-3207,
10/12/04,325913,EASTERN UNIVERSITY,EASTERN COLLEGE - PECO ENERGY COMPANY,2301 MARKET STREET N 5-1,PHILADELPHIA,PA,19101-1380,
10/12/04,325914,EASTERN UNIVERSITY,EASTERN COLLEGE - PECO ENERGY COMPANY/EDDYSTONE GENERATING STATION,#1 INDUSTRIAL HIGHWAY,EDDYSTONE,PA,19022-1585,
10/12/04,325916,EASTERN UNIVERSITY,EASTERN COLLEGE - PECO ENERGY COMPANY/LIMERICK TRAINING CENTER,341 LONGVIEW ROAD,LINFIELD,PA,19468-1041,
10/12/04,325917,EASTERN UNIVERSITY,EASTERN COLLEGE - PECO ENERGY COMPANY/PEACHBOTTOM ATOMIC POWER STATION,RURAL DELIVERY #1 BOX 208,DELTA,PA,17314-0208,
10/12/04,325918,EASTERN UNIVERSITY,EASTERN COLLEGE - PENN INDUSTRY COUNCIL,1 PENN CENTER @ SUBURBAN STATION 1617 JOHN F KENNEDY BOULEVARD,PHILADELPHIA,PA,19103-1821,
10/12/04,325919,EASTERN UNIVERSITY,EASTERN COLLEGE - QUALITY INN AND SUITES,2353 OREGON PIKE,LANCASTER,PA,17601-4608,
10/12/04,325922,EASTERN UNIVERSITY,EASTERN COLLEGE - SOUTHEASTERN PENNSYLVANIA POST OFFICE,1000 WEST VALLEY ROAD,WAYNE,PA,19087-1826,
10/12/04,325924,EASTERN UNIVERSITY,EASTERN COLLEGE - THE GREGG CENTER/AMERICAN COLLEGE,270 SOUTH BRYN MAWR AVENUE,BRYN MAWR,PA,19010-2195,
10/12/04,325940,EASTERN UNIVERSITY,EASTERN COLLEGE - LANSDALE: ELM TERRACE GARDENS,660 N. BROAD STREET,LANSDALE,PA,19446-0000,
10/12/04,325944,EASTERN UNIVERSITY,EASTERN COLLEGE - TREVOSE-RADISSON,2400 OLD LINCOLN HIGHWAY,TREVOSE,PA,19053-0000,
10/12/10,330951,PEIRCE COLLEGE,PEIRCE COLLEGE - CARDINAL DOUGHERTY HIGH SCHOOL,6301 NORTH 2ND STREET,PHILADELPHIA,PA,19120-1522,
10/13/89,751500,ROBERT FIANCE HAIR DESIGN INST,ROBERT FIANCE HAIR DESIGN INST,2435 GRAND CONCOURSE,BRONX,NY,10468,
10/13/89,780600,ROBERT FIANCE HAIR DESIGN INST,ROBERT FIANCE HAIR DESIGN INST,210 W 50TH ST,NEW YORK,NY,10019,
10/13/89,983500,ROBERT FIANCE HAIR DESIGN INST,ROBERT FIANCE HAIR DESIGN INST,39-02 MAIN ST,FLUSHING,NY,11354,
10/13/89,1301100,CERTIFIED WELDING SCHOOL,CERTIFIED WELDING SCHOOL,3701 SOUTH KALAMATH,ENGLEWOOD,CO,80110,
10/13/89,2157801,AMERICAN HI-TECH BUSINESS TECHNOLOGY,ROBERT FIANCE BUSINESS INSTITUTE,55 WILLOUGHBY STREET,BROOKLYN,NY,11201,
10/13/89,2294201,SYSTEMS TECHNOLOGY INSTITUTE,SYSTEMS TECHNOLOGY INSTITUTE,915 E. SEMORAN BOULEVARD,CASSELBERRY,FL,32707,
10/13/92,2597700,INTERNATIONAL CAREER INST,INTERNATIONAL CAREER INST,888 W 11TH ST,PANAMA CITY,FL,32401,
10/13/93,2243600,CLARKS BEAUTY ACADEMY,CLARKS BEAUTY ACADEMY,100 NORTH MAIN STREET,KOKOMO,IN,46901,
10/13/97,2152600,MTI BUSINESS COLLEGE,MTI BUSINESS COLLEGE,1140 EUCLID AVENUE,CLEVELAND,OH,44115-1603,
10/14/92,2585703,INTERNATIONAL CAREER INSTITUTE,BRANCH CAMPUS,1600 WHITESVILLE,LAGRANCE,GA,30204,
10/14/92,3018700,PARALEGAL TRAINING INSTITUTE - CLEAR LAKE,PARALEGAL TRAINING INSTITUTE - CLEAR LAKE,711 BAY AREA BLVD STE 102,WEBSTER,TX,77598,
10/14/93,2603000,EDUCATIONAL DESIGNS INST,EDUCATIONAL DESIGNS INST,6620 TELEGRAPH RD,CITY OF COMMERCE,CA,90040,
10/14/94,2251100,HEALTH CARE TRAINING INSTITUTE,HEALTH CARE TRAINING INSTITUTE,430 NORTH CLEVELAND STREET,MEMPHIS,TN,38104,
10/14/94,2347401,MOORE CAREER COLLEGE,BRANCH,1500 HWY 19 N.,MERIDIAN,MS,39305,
10/14/08,2263107,ANTHEM COLLEGE,ANTHEM COLLEGE - CAMBRIDGE COLLEGE-BELLEVUE,14432 SOUTHEAST EASTGATE WAY,BELLEVUE,WA,98007-0000,
10/15/88,958300,EXEC INST OF HAIR DESIGN FOR MEN & WOMEN,EXEC INST OF HAIR DESIGN FOR MEN & WOMEN,8138 SE STARK ST,PORTLAND,OR,97215,
10/15/88,1229200,QUEEN CITY BEAUTY SCHOOL,QUEEN CITY BEAUTY SCHOOL,326 EAST COMMERCIAL,SPRINGFIELD,MO,65803,
10/15/90,1121908,COLUMBIA SCHOOL OF BROADCASTING HOME STUDY,COLUMBIA SCHOOL OF BROADCASTING,701 HOWE AVENUE SUITE E-8,SACRAMENTO,CA,95825,
10/15/91,2349000,BROOKLINE TECHNICAL INSTITUTE,BROOKLINE TECHNICAL INSTITUTE,1814 W LINCOLN AVE,ANAHEIM,CA,92801,
10/15/91,2349001,BROOKLINE TECHNICAL INSTITUTE,BRANCH CAMPUS,339 S BROOKHURST,ANAHEIM,CA,92804,
10/15/93,1085900,BARCLAY CAREER SCHOOL,BARCLAY CAREER SCHOOL,1511 - K ST NW,WASHINGTON,DC,20005,
10/15/93,2165500,COSMETOLOGY CAREERS UNLIMITED,COSMETOLOGY CAREERS UNLIMITED,233 CHESTNUT STREET,VIRGINIA,MN,55792,
10/15/93,2347213,BRANELL INSTITUTE,BRANCH LOCATION,HENDRY CORRECTIONAL INST,IMMOKALEE,FL,33934,
10/15/94,728402,EDUTEK PROFESSIONAL COLLEGE,BRANCH CAMPUS,4560 ALVARADO RD,SAN DIEGO,CA,92120,
10/15/94,985000,JUANTE FAIRE ACADEMY OF HAIR DESIGN,JUANTE FAIRE ACADEMY OF HAIR DESIGN,2015 BANDERA,SAN ANTONIO,TX,78226,
10/15/94,2336901,ALPHA BEAUTY SCHOOL,ALPHA BEAUTY SCHOOL,112 EAST NORTH 2ND STREET,SENECA,SC,29678,
10/15/97,2141900,SAN GORGONIO BEAUTY COLLEGE,SAN GORGONIO BEAUTY COLLEGE,1335 WEST RAMSEY STREET,BANNING,CA,92220-4447,
10/15/98,3064800,AMHERST CAREER CENTER,AMHERST CAREER CENTER,201 WEST PARK AVENUE,GREENWOOD,MS,38930-3008,
10/15/02,176702,BENEDICTINE UNIVERSITY,BENEDICTINE UNIVERSITY -,C/O ITASCA COMMUNITY LIBRARY 500 WEST IRVING PARK ROAD,ITASCA,IL,60143-2093,
10/16/87,405711,NATIONAL AMERICAN UNIVERSITY,NATIONAL AMERICAN UNIVERSITY,5325 ENGLE ROAD,CARMICHAEL,CA,95608,
10/16/90,121300,IMMACULATE HEART COLLEGE,IMMACULATE HEART COLLEGE,2021 N WESTERN ST,LOS ANGELES,CA,90027,
10/16/90,500302,KNAPP COLLEGE OF BUSINESS,BRANCH CAMPUS,3320 AUBURN WAY N,AUBURN,WA,98002,
10/16/90,661500,SAINT JOSEPH HOSPITAL SCHOOL OF ANESTHESIA,SAINT JOSEPH HOSPITAL SCHOOL OF ANESTHESIA,1401 SOUTH MAIN STREET,FORT WORTH,TX,76104,
